"TOWN","ADDR","ADDR_ORI","X","Y","LAT","LONG"
"三民區","十全一路１００號","高雄市三民區十全一路100號1樓","179081.91","2505157.95","22.645178096319846","120.31000123421772"
"三民區","建國二路３１８號","高雄市三民區建國二路318號3樓","178308.32","2504400.89","22.63830891853315","120.3025095225863"
"三民區","明仁路８號","高雄市三民區鼎泰里明仁路8號1樓","179530.56","2506820.99","22.660214874045817","120.31429155940397"
"三民區","明誠一路３７９號","高雄市三民區本和里明誠一路379號1樓","180455.413","2506783.978","22.6599188955941","120.3232920673576"
"三民區","大昌一路１２號","高雄市三民區本和里大昌一路12號1樓","180953.762","2506018.96","22.65303080400081","120.32817464879221"
"三民區","建國三路３８號","高雄市三民區建國三路38號1樓","178099.77","2504370.47","22.638025373679138","120.30048204032343"
"三民區","正忠路２５９號","高雄市三民區寶興里正忠路259號1樓","181143.267","2505194.935","22.645597153146923","120.33005455250225"
"三民區","建國三路３１號","高雄市三民區建國三路31號1樓","178192.739","2504320.935","22.63758199218461","120.30138874655562"
"三民區","鼎強街２８３號","高雄市三民區鼎強里鼎強街283號1樓","180610.257","2507933.016","22.67030162328972","120.32474792962307"
"三民區","九如一路８０５號","高雄市三民區九如一路805號1樓","180164.78","2504534.92","22.639596819509876","120.32056413565499"
"三民區","博愛一路１號","高雄市三民區博愛一路1號1樓","178298.55","2504756.94","22.641523804679277","120.30239824032901"
"三民區","建工路４６２號","高雄市三民區灣利里建工路462號1樓","180852.252","2505848.956","22.651491438914714","120.32719448171065"
"三民區","建國二路１２３號","高雄市三民區建國二路123號1樓","178916.39","2504295.92","22.637386610726992","120.30842986553131"
"三民區","義華路９２號","高雄市三民區義華路92號","182464.161","2504861.915","22.642642991297553","120.34291991493356"
"三民區","吉林街６８號","高雄市三民區達仁里吉林街68號１樓","178696.682","2504792.944","22.64186574372742","120.30626991684076"
"三民區","建興路１０１號","高雄市三民區寶興里建興路101號1樓","180963.95","2504864.928","22.642609719368554","120.3283244613741"
"三民區","建興路３０５號","高雄市三民區建興路305號1樓","180446.116","2505222.942","22.645821582413653","120.32327070541191"
"三民區","南華路２３７之２號","高雄市三民區港東里南華路237-2號1樓","178414.35","2504290.79","22.637319146552674","120.30354604457364"
"三民區","熱河一街１４６號","高雄市三民區德智里熱河一街146號1樓","179021.108","2504988.947","22.643649370903606","120.30941732356763"
